Order_ID,Date,Customer_Age,Gender,City,Product_Category,Channel,Ad_Spend_NGN,Revenue_NGN,Repeat_Customer,Device_Used,Payment_Method,Profit_NGN
1046,2025-08-15,53,Female,Port Harcourt,Electronics,Google Ads,175,24600,No,Mobile,Card,17106
1047,2025-08-16,21,Female,Enugu,Beauty,Facebook Ads,5285,24520,No,Desktop,COD,12226
1048,2025-08-17,19,Female,Abuja,Beauty,Instagram Ads,2704,24702,No,Mobile,COD,17259
1049,2025-08-18,23,Female,Abuja,Groceries,WhatsApp Referrals,4937,24166,No,Mobile,Card,12190
1050,2025-08-19,21,Male,Kano,Home Appliances,Facebook Ads,369,12657,No,Desktop,COD,7558
1051,2025-08-20,46,Female,Enugu,Groceries,Instagram Ads,1818,9920,No,Mobile,Card,4784
1052,2025-08-21,35,Male,Ibadan,Electronics,Organic,2101,15345,No,Mobile,Card,9709
1053,2025-08-22,43,Male,Enugu,Groceries,Organic,4785,27708,No,Mobile,COD,16139
1054,2025-08-23,51,Male,Ibadan,Fashion,Google Ads,3490,27711,No,Mobile,Card,19778
1055,2025-08-24,27,Female,Enugu,Electronics,Instagram Ads,1779,13417,No,Desktop,COD,7866
1056,2025-08-25,53,Female,Enugu,Electronics,Google Ads,1364,22160,No,Mobile,Card,15587
1057,2025-08-26,31,Female,Lagos,Home Appliances,Instagram Ads,5528,10208,Yes,Mobile,Bank Transfer,-2254
1058,2025-08-27,48,Male,Abuja,Beauty,Organic,4462,5687,Yes,Mobile,Card,-1652
1059,2025-08-28,32,Male,Enugu,Electronics,WhatsApp Referrals,3342,21913,No,Mobile,Bank Transfer,13701
1060,2025-08-29,25,Male,Kano,Beauty,Organic,4739,26451,No,Desktop,Bank Transfer,16512
1061,2025-08-30,31,Male,Enugu,Groceries,Organic,3676,18223,No,Desktop,Card,8403
1062,2025-08-31,40,Male,Port Harcourt,Fashion,Facebook Ads,2426,13080,Yes,Mobile,Bank Transfer,4907
1063,2025-09-01,38,Male,Abuja,Home Appliances,Organic,72,26902,No,Mobile,Card,21994
1064,2025-09-02,33,Female,Port Harcourt,Beauty,Organic,2962,23537,No,Mobile,Card,18283
1065,2025-09-03,35,Female,Abuja,Electronics,Facebook Ads,5367,14486,Yes,Desktop,COD,5468
1066,2025-09-04,41,Female,Port Harcourt,Beauty,Organic,859,11094,No,Mobile,Card,3604
1067,2025-09-05,43,Female,Enugu,Electronics,Instagram Ads,3856,28358,No,Mobile,Bank Transfer,18096
1068,2025-09-06,42,Male,Enugu,Beauty,Google Ads,4138,26158,No,Mobile,Bank Transfer,19484
1069,2025-09-07,46,Male,Lagos,Electronics,Organic,2424,12692,No,Mobile,Bank Transfer,5582
1070,2025-09-08,32,Female,Kano,Groceries,Google Ads,1064,16088,No,Mobile,Card,12791
1071,2025-09-09,18,Male,Port Harcourt,Electronics,Facebook Ads,2217,8103,No,Mobile,Card,-1442
1072,2025-09-10,42,Female,Ibadan,Electronics,Google Ads,4017,7440,No,Mobile,Card,-1229
1073,2025-09-11,24,Female,Lagos,Fashion,Google Ads,2259,25519,No,Mobile,Bank Transfer,18886
1074,2025-09-12,26,Female,Port Harcourt,Electronics,WhatsApp Referrals,5612,12124,No,Mobile,COD,2240
1075,2025-09-13,41,Male,Port Harcourt,Fashion,Instagram Ads,3751,26585,No,Desktop,Bank Transfer,19868
1076,2025-09-14,18,Female,Lagos,Home Appliances,Instagram Ads,2086,22228,Yes,Mobile,Card,17253
1077,2025-09-15,25,Female,Enugu,Fashion,Organic,368,19031,No,Mobile,Card,12800
1078,2025-09-16,41,Female,Port Harcourt,Groceries,Instagram Ads,2804,19536,Yes,Mobile,Card,11332
1079,2025-09-17,28,Male,Enugu,Fashion,Google Ads,150,5446,No,Mobile,Card,3262
1080,2025-09-18,34,Male,Lagos,Home Appliances,Google Ads,1134,8915,No,Mobile,Card,1239
1081,2025-09-19,25,Female,Enugu,Groceries,Organic,5599,20787,Yes,Desktop,Card,9665
1082,2025-09-20,52,Male,Abuja,Beauty,Google Ads,5555,24493,No,Mobile,Card,15175
1083,2025-09-21,52,Male,Ibadan,Beauty,Google Ads,5166,22618,Yes,Desktop,Card,12161
1084,2025-09-22,50,Male,Port Harcourt,Fashion,Facebook Ads,5119,11587,No,Mobile,Card,1980
1085,2025-09-23,22,Male,Kano,Fashion,Facebook Ads,5694,5226,No,Mobile,Card,-5168
1086,2025-09-24,45,Male,Ibadan,Home Appliances,Facebook Ads,2784,25527,No,Mobile,Card,19185
1087,2025-09-25,24,Male,Enugu,Home Appliances,Facebook Ads,6136,28569,Yes,Mobile,Card,15743
1088,2025-09-26,26,Male,Port Harcourt,Electronics,Google Ads,5485,16151,Yes,Desktop,Bank Transfer,6390
1089,2025-09-27,25,Male,Enugu,Home Appliances,Organic,4164,10558,No,Desktop,Card,388
1090,2025-09-28,29,Male,Abuja,Electronics,Google Ads,2346,16971,No,Desktop,Card,8186
1091,2025-09-29,51,Male,Lagos,Groceries,Organic,5039,5186,No,Desktop,Card,-2956
1092,2025-09-30,50,Female,Port Harcourt,Fashion,WhatsApp Referrals,4897,19680,No,Desktop,Card,11364
1093,2025-10-01,40,Female,Abuja,Groceries,Organic,6439,19559,No,Mobile,Card,5711
1094,2025-10-02,41,Male,Abuja,Home Appliances,Google Ads,2250,16069,No,Mobile,Card,10341
1095,2025-10-03,54,Female,Port Harcourt,Groceries,Google Ads,60,7535,No,Mobile,Bank Transfer,1561
1096,2025-10-04,52,Female,Enugu,Groceries,Instagram Ads,5041,6932,Yes,Mobile,Card,-3851
1097,2025-10-05,39,Male,Kano,Groceries,Facebook Ads,3010,7032,Yes,Desktop,Card,-3225
1098,2025-10-06,44,Male,Abuja,Home Appliances,Instagram Ads,3901,6252,No,Mobile,COD,-2605
1099,2025-10-07,52,Male,Ibadan,Groceries,WhatsApp Referrals,1337,10509,Yes,Mobile,Card,5790
1100,2025-10-08,18,Female,Abuja,Electronics,Organic,1184,10074,No,Mobile,Card,4316
1101,2025-10-09,52,Female,Kano,Home Appliances,Facebook Ads,4426,18900,No,Mobile,COD,9090
1102,2025-10-10,54,Male,Enugu,Groceries,Instagram Ads,1551,19523,Yes,Mobile,COD,14403
1103,2025-10-11,31,Male,Enugu,Home Appliances,Organic,4433,6881,Yes,Mobile,Card,-1446
1104,2025-10-12,20,Male,Ibadan,Beauty,Facebook Ads,1629,5269,No,Mobile,Card,-603
1105,2025-10-13,18,Female,Abuja,Electronics,Instagram Ads,1327,6630,No,Mobile,Card,1437
1106,2025-10-14,22,Female,Enugu,Groceries,Organic,1526,25789,No,Mobile,Card,22235
1107,2025-10-15,43,Female,Kano,Beauty,Instagram Ads,1673,27523,No,Mobile,Bank Transfer,23145
1108,2025-10-16,31,Female,Port Harcourt,Beauty,Facebook Ads,1361,22958,No,Mobile,Card,18577
1109,2025-10-17,44,Male,Lagos,Home Appliances,Google Ads,1573,18383,No,Mobile,Card,12747
1110,2025-10-18,26,Male,Lagos,Beauty,Organic,2686,21152,No,Mobile,COD,15020
1111,2025-10-19,32,Male,Lagos,Electronics,Google Ads,4370,16084,No,Mobile,COD,6050
1112,2025-10-20,32,Male,Abuja,Electronics,Facebook Ads,5283,6695,No,Mobile,Card,-3575
1113,2025-10-21,43,Female,Ibadan,Fashion,Instagram Ads,2366,24642,Yes,Mobile,Bank Transfer,14521
1114,2025-10-22,30,Female,Enugu,Electronics,Instagram Ads,6732,19821,No,Mobile,Card,7487
1115,2025-10-23,49,Male,Port Harcourt,Beauty,Google Ads,6647,8262,No,Mobile,COD,-5447
1116,2025-10-24,49,Male,Kano,Electronics,Organic,3757,6445,Yes,Mobile,Card,-2997
1117,2025-10-25,21,Female,Port Harcourt,Home Appliances,Facebook Ads,2434,27647,Yes,Desktop,Card,19845
1118,2025-10-26,47,Male,Kano,Fashion,Organic,1993,29795,No,Mobile,Card,22221
1119,2025-10-27,54,Female,Abuja,Beauty,Facebook Ads,869,21436,No,Desktop,Card,15805
1120,2025-10-28,40,Male,Lagos,Fashion,Instagram Ads,6976,14949,No,Mobile,Card,1936
1121,2025-10-29,32,Male,Abuja,Beauty,Facebook Ads,1014,26954,Yes,Mobile,Bank Transfer,23368
1122,2025-10-30,46,Male,Ibadan,Home Appliances,Instagram Ads,1911,28963,Yes,Mobile,Bank Transfer,19350
1123,2025-10-31,53,Male,Ibadan,Fashion,Google Ads,602,23050,No,Mobile,Card,16360
1124,2025-11-01,30,Male,Kano,Groceries,Google Ads,3821,11901,No,Mobile,Card,5466
1125,2025-11-02,49,Male,Enugu,Beauty,Facebook Ads,5895,24169,No,Mobile,Card,12224
1126,2025-11-03,24,Male,Enugu,Groceries,Google Ads,690,5719,No,Mobile,COD,2704
1127,2025-11-04,39,Female,Kano,Fashion,Facebook Ads,493,13597,No,Mobile,COD,7364
1128,2025-11-05,45,Female,Ibadan,Groceries,Organic,489,11855,No,Mobile,COD,9008
1129,2025-11-06,19,Female,Ibadan,Groceries,WhatsApp Referrals,6864,23678,No,Mobile,COD,11037
1130,2025-11-07,23,Female,Ibadan,Fashion,Instagram Ads,2556,13263,No,Mobile,Card,2801
1131,2025-11-08,45,Female,Abuja,Home Appliances,Google Ads,4485,19520,No,Mobile,Card,10664
1132,2025-11-09,45,Male,Ibadan,Groceries,Instagram Ads,294,16874,No,Desktop,Bank Transfer,12859
1133,2025-11-10,37,Male,Port Harcourt,Groceries,Facebook Ads,5488,25866,No,Desktop,COD,17029
1134,2025-11-11,47,Female,Lagos,Home Appliances,Instagram Ads,4027,19079,No,Desktop,Card,9356
1135,2025-11-12,28,Male,Ibadan,Groceries,Organic,2843,22082,Yes,Mobile,Card,13343
1136,2025-11-13,45,Female,Kano,Groceries,Google Ads,2912,12243,No,Desktop,COD,3071
1137,2025-11-14,42,Female,Lagos,Groceries,Facebook Ads,1717,14018,Yes,Desktop,Card,8705
1138,2025-11-15,50,Male,Abuja,Electronics,Organic,2596,27302,No,Mobile,Card,21079
1139,2025-11-16,18,Male,Kano,Home Appliances,Google Ads,4744,21732,No,Mobile,Bank Transfer,12486
1140,2025-11-17,44,Male,Lagos,Groceries,Organic,1873,26758,No,Desktop,Card,17613
1141,2025-11-18,30,Female,Kano,Home Appliances,Google Ads,4663,17100,Yes,Mobile,Card,6629
1142,2025-11-19,20,Male,Abuja,Beauty,Google Ads,3258,29253,No,Mobile,Bank Transfer,18749
1143,2025-11-20,23,Female,Port Harcourt,Beauty,Facebook Ads,6996,21691,No,Mobile,Bank Transfer,12503
1144,2025-11-21,25,Female,Abuja,Groceries,Facebook Ads,2817,24800,No,Mobile,COD,17309
1145,2025-11-22,44,Female,Abuja,Home Appliances,WhatsApp Referrals,444,9820,No,Desktop,Card,3531
1146,2025-11-23,26,Male,Kano,Home Appliances,Facebook Ads,3641,16001,No,Mobile,Card,7783
1147,2025-11-24,54,Male,Enugu,Home Appliances,WhatsApp Referrals,4458,18907,No,Mobile,Bank Transfer,12358
1148,2025-11-25,50,Female,Ibadan,Electronics,Google Ads,6266,24942,Yes,Mobile,Bank Transfer,12442
1149,2025-11-26,41,Male,Ibadan,Beauty,Facebook Ads,5307,25862,Yes,Mobile,Card,18075
1150,2025-11-27,32,Male,Port Harcourt,Home Appliances,Facebook Ads,741,16669,No,Mobile,Bank Transfer,8476
1151,2025-11-28,49,Male,Port Harcourt,Home Appliances,Facebook Ads,2041,27915,No,Mobile,Card,20958
1152,2025-11-29,49,Female,Ibadan,Electronics,WhatsApp Referrals,679,26004,Yes,Desktop,Card,18890
1153,2025-11-30,41,Female,Enugu,Electronics,Instagram Ads,2467,20916,Yes,Mobile,Card,15374
1154,2025-12-01,29,Male,Ibadan,Home Appliances,Instagram Ads,3697,15878,Yes,Mobile,Card,7668
1155,2025-12-02,19,Female,Enugu,Fashion,Instagram Ads,5738,7985,No,Mobile,Card,-551
1156,2025-12-03,20,Male,Port Harcourt,Home Appliances,Facebook Ads,5668,13112,No,Mobile,Bank Transfer,874
1157,2025-12-04,54,Male,Lagos,Home Appliances,Instagram Ads,1358,13467,No,Desktop,Bank Transfer,4551
1158,2025-12-05,34,Male,Kano,Electronics,Facebook Ads,6235,23931,No,Desktop,COD,11747
1159,2025-12-06,19,Male,Port Harcourt,Electronics,Organic,62,5336,No,Desktop,Card,2670
1160,2025-12-07,19,Female,Port Harcourt,Home Appliances,Instagram Ads,2559,15165,Yes,Mobile,Card,7627
1161,2025-12-08,45,Female,Abuja,Home Appliances,Instagram Ads,5258,24363,Yes,Mobile,Card,12189
1162,2025-12-09,40,Female,Abuja,Home Appliances,Instagram Ads,3769,17768,Yes,Mobile,Card,11402
1163,2025-12-10,54,Male,Abuja,Electronics,Instagram Ads,5324,8968,No,Mobile,Bank Transfer,112
1164,2025-12-11,49,Male,Kano,Home Appliances,WhatsApp Referrals,6915,5910,No,Desktop,Bank Transfer,-3518
1165,2025-12-12,50,Male,Abuja,Home Appliances,Google Ads,4351,23380,Yes,Desktop,Bank Transfer,11407
1166,2025-12-13,18,Female,Enugu,Groceries,Facebook Ads,134,20632,No,Desktop,Card,16621
1167,2025-12-14,36,Male,Ibadan,Fashion,Google Ads,3644,21279,No,Desktop,Card,11663
1168,2025-12-15,19,Female,Lagos,Beauty,Facebook Ads,4970,8129,No,Desktop,Card,-2684
1169,2025-12-16,43,Female,Port Harcourt,Fashion,Facebook Ads,4917,10447,Yes,Mobile,Card,1831
1170,2025-12-17,49,Female,Enugu,Groceries,WhatsApp Referrals,2135,11129,No,Mobile,Bank Transfer,5965
1171,2025-12-18,23,Female,Lagos,Beauty,Organic,3278,10850,No,Mobile,COD,977
1172,2025-12-19,49,Female,Enugu,Home Appliances,WhatsApp Referrals,822,25588,Yes,Mobile,Card,16986
1173,2025-12-20,21,Female,Enugu,Groceries,Instagram Ads,3074,12446,No,Mobile,Bank Transfer,6656
1174,2025-12-21,28,Male,Port Harcourt,Home Appliances,Google Ads,5069,16949,Yes,Mobile,Bank Transfer,4643
1175,2025-12-22,34,Male,Ibadan,Electronics,Facebook Ads,2981,13519,No,Desktop,Card,2934
1176,2025-12-23,41,Female,Abuja,Groceries,Facebook Ads,5873,5314,No,Mobile,Bank Transfer,-6645
1177,2025-12-24,22,Female,Kano,Electronics,Organic,120,16737,No,Desktop,Card,13952
1178,2025-12-25,51,Male,Ibadan,Groceries,Instagram Ads,1637,6134,No,Desktop,Card,289
1179,2025-12-26,23,Female,Kano,Groceries,Organic,5460,15938,No,Mobile,Bank Transfer,7399
1180,2025-12-27,39,Female,Port Harcourt,Electronics,Organic,5103,26260,No,Mobile,COD,18930
1181,2025-12-28,28,Male,Port Harcourt,Beauty,Facebook Ads,924,29486,No,Mobile,Card,26414
1182,2025-12-29,33,Female,Port Harcourt,Fashion,Google Ads,644,20588,No,Desktop,Card,16875
1183,2025-12-30,50,Female,Lagos,Home Appliances,Google Ads,2032,13347,No,Desktop,COD,4052
1184,2025-12-31,26,Female,Kano,Groceries,Facebook Ads,2761,10592,No,Desktop,COD,1104
1185,2026-01-01,23,Male,Ibadan,Home Appliances,Organic,2068,23108,No,Mobile,Bank Transfer,17677
1186,2026-01-02,33,Male,Ibadan,Electronics,Google Ads,241,24727,No,Mobile,Card,17978
1187,2026-01-03,46,Male,Enugu,Home Appliances,Facebook Ads,6598,22270,No,Mobile,COD,11917
1188,2026-01-04,20,Female,Enugu,Electronics,Google Ads,2668,15997,No,Desktop,Card,10810
1189,2026-01-05,37,Female,Enugu,Home Appliances,WhatsApp Referrals,6446,5721,No,Mobile,Bank Transfer,-8188
1190,2026-01-06,53,Male,Port Harcourt,Fashion,Facebook Ads,5715,29062,No,Mobile,Card,17803
1191,2026-01-07,36,Female,Ibadan,Fashion,Organic,802,14104,No,Mobile,Bank Transfer,8980
1192,2026-01-08,43,Female,Kano,Fashion,Facebook Ads,5059,24741,No,Mobile,Card,16580
1193,2026-01-09,20,Female,Port Harcourt,Fashion,Organic,4164,5870,No,Mobile,Card,-891
1194,2026-01-10,36,Female,Lagos,Fashion,Organic,5248,11751,No,Mobile,Card,-1252
1195,2026-01-11,37,Female,Enugu,Fashion,Instagram Ads,195,21881,No,Mobile,Card,16413
1196,2026-01-12,49,Male,Port Harcourt,Electronics,Instagram Ads,2187,6756,No,Mobile,Bank Transfer,-1480
1197,2026-01-13,24,Female,Port Harcourt,Groceries,Organic,3515,6117,No,Desktop,COD,-5179
1198,2026-01-14,50,Male,Lagos,Home Appliances,Instagram Ads,2330,16601,No,Desktop,COD,9666
1199,2026-01-15,35,Female,Abuja,Fashion,Organic,2359,7828,No,Mobile,Card,1281
1200,2026-01-16,18,Male,Ibadan,Electronics,Facebook Ads,4841,19996,Yes,Desktop,Bank Transfer,8330
1201,2026-01-17,28,Female,Kano,Electronics,Organic,3606,23031,Yes,Mobile,Bank Transfer,16837
1202,2026-01-18,45,Male,Abuja,Electronics,Organic,5784,18878,Yes,Mobile,Card,6622
1203,2026-01-19,42,Female,Enugu,Groceries,WhatsApp Referrals,276,11992,No,Desktop,Card,8309
1204,2026-01-20,40,Male,Port Harcourt,Home Appliances,Facebook Ads,60,18778,Yes,Desktop,Bank Transfer,10753
1205,2026-01-21,48,Female,Lagos,Groceries,Google Ads,3390,11771,Yes,Desktop,COD,1535
1206,2026-01-22,47,Male,Lagos,Beauty,Google Ads,1913,21526,No,Mobile,Bank Transfer,12891
1207,2026-01-23,52,Female,Ibadan,Electronics,Instagram Ads,6195,24145,No,Mobile,Card,12560
1208,2026-01-24,24,Male,Abuja,Beauty,Instagram Ads,3927,8435,No,Desktop,Bank Transfer,-932
1209,2026-01-25,33,Male,Ibadan,Fashion,Facebook Ads,6296,11622,No,Mobile,Card,1697
1210,2026-01-26,43,Female,Port Harcourt,Fashion,Organic,5868,17852,Yes,Mobile,Bank Transfer,8990
1211,2026-01-27,19,Female,Ibadan,Groceries,Google Ads,5430,19806,No,Desktop,Bank Transfer,6697
1212,2026-01-28,18,Male,Kano,Home Appliances,Facebook Ads,5933,15623,No,Desktop,Card,2892
1213,2026-01-29,29,Female,Lagos,Beauty,Google Ads,2591,28453,No,Desktop,COD,21803
1214,2026-01-30,22,Male,Lagos,Home Appliances,Instagram Ads,566,25896,No,Mobile,Card,18055
1215,2026-01-31,54,Male,Enugu,Groceries,Facebook Ads,3935,6848,No,Desktop,COD,-3659
1216,2026-02-01,49,Male,Enugu,Fashion,WhatsApp Referrals,1571,7696,No,Mobile,Card,1139
1217,2026-02-02,26,Female,Port Harcourt,Home Appliances,WhatsApp Referrals,4717,6717,No,Mobile,Card,-400
1218,2026-02-03,52,Male,Kano,Home Appliances,Google Ads,6121,24456,Yes,Mobile,Card,13480
1219,2026-02-04,36,Male,Abuja,Fashion,Facebook Ads,1200,14259,Yes,Mobile,Card,8835
1220,2026-02-05,33,Female,Ibadan,Beauty,Organic,4409,7786,Yes,Mobile,Card,-2035
1221,2026-02-06,20,Female,Port Harcourt,Fashion,Instagram Ads,2854,19154,Yes,Mobile,Bank Transfer,14244
1222,2026-02-07,37,Female,Enugu,Home Appliances,Instagram Ads,2895,18409,No,Mobile,Bank Transfer,11639
1223,2026-02-08,41,Female,Ibadan,Beauty,Instagram Ads,6240,8791,Yes,Mobile,Bank Transfer,-3992
1224,2026-02-09,50,Male,Enugu,Beauty,Google Ads,1236,8871,No,Mobile,Card,1337
1225,2026-02-10,41,Male,Ibadan,Fashion,Google Ads,6972,6806,Yes,Mobile,Bank Transfer,-5934
1226,2026-02-11,28,Male,Abuja,Home Appliances,Instagram Ads,136,22888,Yes,Mobile,Card,15000
1227,2026-02-12,25,Male,Port Harcourt,Groceries,Google Ads,1029,24692,No,Desktop,Bank Transfer,16830
1228,2026-02-13,53,Female,Ibadan,Home Appliances,WhatsApp Referrals,2156,28501,Yes,Desktop,Card,20048
1229,2026-02-14,37,Male,Kano,Electronics,Instagram Ads,2594,18304,No,Mobile,COD,12357
1230,2026-02-15,52,Male,Lagos,Groceries,Organic,661,26432,No,Desktop,Bank Transfer,21361
1231,2026-02-16,42,Female,Kano,Beauty,Organic,2472,29647,Yes,Mobile,Bank Transfer,20188
1232,2026-02-17,52,Male,Kano,Groceries,Instagram Ads,2677,23074,Yes,Mobile,Card,14086
1233,2026-02-18,42,Male,Lagos,Beauty,Instagram Ads,2308,20549,No,Desktop,Card,13639
1234,2026-02-19,46,Male,Kano,Beauty,Google Ads,86,8303,Yes,Mobile,Card,3283
1235,2026-02-20,35,Male,Ibadan,Groceries,Google Ads,2512,24497,Yes,Desktop,COD,19963
1236,2026-02-21,35,Male,Ibadan,Beauty,Organic,6219,21061,Yes,Mobile,COD,10640
1237,2026-02-22,19,Male,Ibadan,Beauty,Instagram Ads,6614,29234,Yes,Desktop,Card,19411
1238,2026-02-23,52,Female,Lagos,Electronics,WhatsApp Referrals,6557,20198,No,Mobile,Bank Transfer,9345
1239,2026-02-24,33,Female,Kano,Home Appliances,Facebook Ads,6968,27800,No,Mobile,Bank Transfer,18084
1240,2026-02-25,53,Male,Lagos,Home Appliances,Facebook Ads,2942,22888,No,Mobile,Bank Transfer,17142
1241,2026-02-26,50,Male,Ibadan,Electronics,Google Ads,2773,15655,Yes,Desktop,Card,10749
1242,2026-02-27,21,Female,Kano,Groceries,Instagram Ads,2504,13924,Yes,Mobile,Card,5004
1243,2026-02-28,50,Male,Kano,Fashion,Facebook Ads,5404,14940,No,Desktop,Card,5099
1244,2026-03-01,31,Male,Enugu,Fashion,Instagram Ads,3310,8924,No,Mobile,COD,3181
1245,2026-03-02,38,Male,Enugu,Fashion,Instagram Ads,1700,29999,No,Mobile,Card,21158
1246,2026-03-03,37,Female,Abuja,Electronics,Facebook Ads,3670,14783,No,Mobile,Card,4145
1247,2026-03-04,25,Male,Port Harcourt,Electronics,WhatsApp Referrals,2700,9485,No,Mobile,COD,1114
1248,2026-03-05,24,Female,Enugu,Beauty,Facebook Ads,6815,17629,No,Desktop,Bank Transfer,5078
1249,2026-03-06,20,Male,Lagos,Fashion,Organic,3629,18233,No,Mobile,COD,8565
1250,2026-03-07,34,Female,Enugu,Groceries,Organic,4590,17901,No,Mobile,Card,9213
1251,2026-03-08,50,Female,Abuja,Groceries,WhatsApp Referrals,1647,29484,No,Mobile,Card,22920
1252,2026-03-09,29,Male,Kano,Fashion,Facebook Ads,6038,5191,Yes,Mobile,COD,-3099
1253,2026-03-10,39,Female,Abuja,Fashion,Organic,5164,9917,No,Desktop,Card,-2308
1254,2026-03-11,39,Male,Kano,Fashion,Google Ads,5520,10831,No,Mobile,Card,-1523
1255,2026-03-12,47,Female,Kano,Electronics,Google Ads,3318,15160,No,Mobile,Card,8713
1256,2026-03-13,25,Male,Port Harcourt,Electronics,Google Ads,3687,25706,No,Desktop,Card,16755
